,,company name,From WCIDWMD,From WCIDWMD,,,,,,type POST or PRE,does the student continue the work they started during their degree? etc
2025,Employer & Alumni Engagement Assistant,UBC Career Centre,Academia,Academia,,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,
2025,First Year Experience Student Coordinator,UBC Career Centre,Academia,Academia,,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,
2025,Collegia Advisor - First Year Exerience Team,UBC Centre for Student Involvement & Careers,Academia,Academia,,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,
2025,Senior Collegia Advisor,UBC Centre for Student Involvement & Careers,Academia,Academia,,,,https://students.ubc.ca/about-student-services/ubc-career-centre/,,PRE,
2025,Learning Technology Rover,"UBC Centre for Teaching, Learning and Technology",Academia,Academia,,,,https://ctlt.ubc.ca/?query-4-search-1=&query-4-page=1,IT,PRE,
2025,Cultural Assistant,UBC English Language Institute,Academia,Academia,,,,https://eli.ubc.ca/apply-now/,,PRE,
2025,Finance Assistant,UBC Faculty of Land and Food Systems,Academia,Finance - Corporate Finance,,,,https://www.landfood.ubc.ca/,,PRE,
2025,Research Assistant,UBC REX Program,Academia,Health/Policy/Research,,,,https://www.linkedin.com/company/ubcuro/about/,,PRE,
2025,Teaching Assistant- Strategic Management (COMM 491),UBC Sauder,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,Teaching Assistant,UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,Teaching Assistant,UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,Teaching Assistant - COEC 381 (Investment Theory),UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,Research Assistant,UBC Sauder School of Business,Academia,Health/Policy/Research,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,"Climate-Focused Reporting Analyst, BMO SME Climate Clinic",UBC Sauder School of Business,Academia,Sustainability/Environment,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2025,Climate Policy Research Assistant,UBC School of Public Policy and Global Affairs (SPPGA),Academia,Health/Policy/Research,,,,https://sppga.ubc.ca/about/opportunities/,,PRE,
2025,Partnership Associate,Uber,Other,Entrepreneurship,,,,https://www.uber.com/ca/en/careers/?uclick_id=a5dcb1fd-85b7-4481-8f7b-b0faad46ff77,,POST,
2025,Strategic Partnerships Associate,Uber,Other,Entrepreneurship,,,,https://www.uber.com/ca/en/careers/?uclick_id=a5dcb1fd-85b7-4481-8f7b-b0faad46ff78,Internet Marketplace,PRE,
2025,Non-Profit Foundation Advisor,UHUBOR COMMUNICATIONS,Other,Entrepreneurship,,,,http://uhuboredu.com/en/,Software Development,PRE,
2025,Project Mentor and Coach,UHUBOR COMMUNICATIONS,Other,Entrepreneurship,,,,http://uhuboredu.com/en/,Software Development,PRE,
2025,Carbon Offsets Research Assistant,UHUBOR COMMUNICATIONS,Other,Health/Policy/Research,,,,http://uhuboredu.com/en/,Software Development,PRE,
2025,Business Analysis Intern,Ultralogix,Data Science,Finance - Corporate Finance,,,,https://www.ultralogix.ca/,,PRE,
2025,Youth Worker,United Nations Association of Pakistan (UNAP),Government and NGO's/No-Profit Organizations (NPOs),Non-Government Organizations (NGOs),Non-Government Organizations (NGOs),Project  / Program Development,,https://una.org.pk/individuals/,,PRE,
2025,Research Assistant,Universidad de Piura,Academia,Health/Policy/Research,,,,https://www.udep.edu.pe/,,PRE,
2025,Impact Strategy Analyst - Financial Health & Inclusion,Vancity,Wealth Management,Finance - Investment Banking,,,,https://www.vancity.com/careers/,Health,PRE,
2025,Cardholder Care Agent,Vancity,Wealth Management,Wealth Management,,,,https://www.vancity.com/careers/,,POST,
2025,Business Operations Associate,Vancouver Aquarium,Other,Other,,,,https://www.vanaqua.org/Careers,Tourism &Education/Hospitality,PRE,
2025,Customer Service Representative,Vancouver Bullion & Currency Exchange (VBCE),Finance - Sales and Trading,Finance - Sales and Trading,,,,https://www.vbce.ca/careers,,PRE,
2025,Exhibit Services Ambassador,Vancouver Convention Centre,Other,Other,,,,https://www.vancouverconventioncentre.com/careers,Hospitality,POST,Started during degree
2025,Guest Services Coordinator,Vancouver Convention Centre,Other,Other,,,,https://www.vancouverconventioncentre.com/careers,Hospitality,POST,Started during degree
2025,Research Assistant,Vancouver Local Immigration Partnership,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://vancouverlip.org/home-v1,,PRE,
2025,Research intern,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,POST,Started during degree
2025,Research Assistant,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Assistant,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Summer Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,POST,
2025,Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Business Development and Events Coordinator,VSE,Academia,Entrepreneurship,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Undergraduate Research Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Teaching Assistant- Corporate Finance,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Assistant & Undergraduate Academic Assistant,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Research Intern,VSE,Academia,Health/Policy/Research,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2025,Business Analysis and Data Management Coordinator,VSECC,Academia,Data Science,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,POST,
2025,Business Development Coordinator,VSECC,Academia,Academia,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2025,Program Developer,VSECC,Academia,Academia,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2025,Program Development Coordinator,VSECC,Academia,Academia,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2025,Data Analytics Portfolio Lead,VSECC,Academia,Data Science,,,,https://careercentre.economics.ubc.ca/volunteer-with-us/,,PRE,
2025,Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://womenseconomiccouncil.ca/careers/,,PRE,
2025,Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://womenseconomiccouncil.ca/careers/,,PRE,
2025,Summer Research Intern,Women's Economic Council,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://womenseconomiccouncil.ca/careers/,,PRE,
2025,Partnership Development Representative,Workden.,Other,Entrepreneurship,,,,https://www.linkedin.com/company/workden/about/,Hospitality,PRE,
2025,Partnerships Development Representative,Workden.,Other,Other,,,,https://www.linkedin.com/company/workden/about/,Hospitality,PRE,
2025,Laborer,Zepto Contracting Ltd.,Other,Other,,,,https://zeptoasbestos.ca/,Construction,POST,Started during degree
2025,ESG Consultant,Zircon Industry Association,Other,Sustainability/Environment,,,,https://www.zircon-association.org/,Mining,POST,
2025,Food Server,ZUBU Ramen,Other,Other,,,,https://byzubu.com/ramen/careers/,Food/Hospitality,PRE,
2024,Corporate Development Analyst,Aarista Technologies,Health/Policy/Research,Other,,,,https://aarista.com/,Business analytics,,
2024,Equity Research Associate,AlphaSense,Other,Finance - Asset Management,,,,https://www.alpha-sense.com/careers/,Software development,,
2024,Financial Associate I - Taxonomy,AlphaSense,,,,,,https://www.alpha-sense.com/careers/,,,
2024,Procurement Analyst,"Apollo Global Management, Inc.",Finance - Asset Management,Finance - Sales and Trading,,,,https://www.apollo.com/careers,,POST,
2024,Team Lead,Aritzia,Other,Other,,,,https://www.aritzia.com/en/aritzia/corporate-hub/careers/careers-landing-page,Retail,,
2024,Graphic Design Artist,Baha Design,Other,Other,,,,https://www.linkedin.com/company/bahadesign/,Graphic design,POST,
2024,"Consultant Trainee, Risk Advisory",Baker Tilly,Finance - Corporate Finance,Consulting,,,,https://www.bakertilly.ca/careers,,POST,
2024,Investments Intern,"Balfour Pacific Capital, Inc.",Finance - Private Equity,Finance - Private Equity,,,,https://balfourpacific.com/,,PRE,"Internship, but don't know when graduated"
2024,"Research Assistant, Price Analytics Team",Bank of Korea,Government and NGO's/No-Profit Organizations (NPOs),Finance - Corporate Finance,,,,https://www.bok.or.kr/eng/main/main.do,central bank,,
2024,Cloud Consultant,BDO Digital,Consulting,Consulting,,,,https://www.bdo.ca/careers,Technology,,
2024,Commercial Analyst Development Program (paid),BMO,Wealth Management,Finance - Corporate Finance,,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,
2024,Analyst,BMO,Wealth Management,Finance - Corporate Finance,,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,
2024,Client Service Assistant ,BMO,,,,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,
2024,Client Service Associate,BMO,,,,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,
2024,Customer Service Representative,BMO,,,,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,
2024,"Analyst, Asset Management & Sustainability",Bosa Properties,Other,Finance - Asset Management,,,,https://bosaproperties.com/careers,Real Estate//sustainability,,
2024,Design Lead,CAIAI,,Other,,,,https://www.caiai.ca/,Graphic design,POST,
2024,Business Development Associate,Canaccord Genuity Group Inc.,Wealth Management,Other,,,,https://www.canaccordgenuity.com/global-careers/,Business analytics,,
2024,Analyst,Canada ICI Capital Corporation,Other,Other,,,,https://www.canadaici.com/careers/,Real estate finance,POST,
2024,Financial Services Associate,CIBC,Wealth Management,,,,,https://www.cibc.com/en/about-cibc/careers.html,,,
2024,Customer Service Representative,CIBC,,,,,,https://www.cibc.com/en/about-cibc/careers.html,,,
2024,Analyst,Citi ,Wealth Management,Finance - Investment Banking,,,,https://jobs.citi.com/,,POST,
2024,Sustainability Scholar,City of Richmond,Government and NGO's/No-Profit Organizations (NPOs),Sustainability/Environment,,,,https://www.richmond.ca/city-hall/careers.htm,,,
2024,Investment Banking Analyst,ComCap,Finance - Investment Banking,Finance - Investment Banking,,,,https://comcapllc.com/careers,,,
2024,Junior Accountant,Elemental Energy,Other,Finance - Corporate Finance,,,,https://elementalenergy.ca/,,POST,
2024,Project Designer,flint,Other,Other,,,,https://www.linkedin.com/company/getflint-ai/,Software development//Graphic design,POST,
2024,Strategic Partnerships Development Manager,G&A Robot,,,,,,https://www.garobot.com/careers,,,
2024,Financial Analyst & Researcher,GENIUS VISIONARY INC.,Consulting,Other,,,,https://www.geniusvisionaryinc.com/,Data analysis,,
2024,Tour Guide,Globa,Other,Other,,,,,travel and tourism,,
2024,Associate Consultant,Global Public Affairs,Consulting,Consulting,,,,https://globalpublicaffairs.ca/careers,,POST,
2024,Consultant,Global Public Affairs,Consulting,Consulting,,,,https://globalpublicaffairs.ca/careers,,POST,
2024,Server,Homer Street Cafe and Bar,Other,Other,,,,https://www.homerstreetcafebar.com/careers,Food,POST,Started during degree
2024,"Clearing and Settlements Processor, Direct Custody & Clearing Services",HSBC,Wealth Management,Finance - Corporate Finance,,,,https://www.hsbc.com/careers,,,
2024,Term Socioeconomic Advisor,Imperial Oil,Other,Other,,,,https://www.imperialoil.ca/careers/careers,Oil & Gas//business analytics,,
2024,Finance and Sales Operations Administrator,INETCO Systems Limited,Other,Finance - Corporate Finance,,,,https://www.inetco.com/company/careers/,Software ,,
2024,Consultant- ESG & Sustainability,KPMG,Consulting,Consulting,,,,https://kpmg.com/ca/en/home/careers.html,,POST,
2024,Investment Banking Analyst,KPMG India,Consulting,Finance - Investment Banking,,,,https://kpmg.com/in/en/careers.html,,,
2024,Sales Professional,Lao Feng Xiang Jewelry Canada,,,,,,https://lfxjewelry.ca/pages/careers,,,
2024,"Analyst, Consulting - Government Grant Administration ",MNP,Consulting,Consulting,,,,https://www.mnp.ca/en/careers,,POST,
2024,Content & Communications Coordinator,Moment Energy,Other,Marketing,,,,https://www.momentenergy.com/job-listings,Industrial manufacturing,POST,
2024,Analyst,Movement Holdings,Finance - Corporate Finance,Finance - Corporate Finance,,,,https://www.linkedin.com/company/movement-investment-firm/,,,
2024,Investment Analyst,New Market Funds,Finance - Asset Management,Finance - Asset Management,,,,https://newmarketfunds.ca/,,POST,
2024,Market Research Specialist,NewtonX,Health/Policy/Research,Other,,,,https://www.newtonx.com/careers/,Business analytics,POST,
2024,Administrative and Finance Coordinator,Northern Equity Partners Inc.,Finance - Corporate Finance,Finance - Corporate Finance,,,,https://northernep.ca/careers/,,POST,started during degree
2024,AI Model Trainer-Contributor,Outlier,,,,,,https://app.outlier.ai/en/expert/opportunities?location=All&type=All,,,
2024,"Analyst, Asset Management",PCI Developments,Other,Finance - Asset Management,,,,https://pci-group.com/,Real Estate,,
2024,Assitant Manager,Pomona Coffee,Other,Other,,,,https://pomonacoffee.ca/,Food,,
2024,Accounting Intern,Push Operations,Other,Finance - Corporate Finance,,,,https://www.pushoperations.com/careers,Software development,POST,
2024,Accounting and Payroll Assistant,Push Operations,Other,Finance - Corporate Finance,,,,https://www.pushoperations.com/careers,Software development,POST,
2024,ECON 250 TA,Queen's University ,Academia,Other,,,,https://www.queensu.ca/humanresources/apply-jobs,Academic,,
2024,Registration Associate,Raymond James Ltd.,Wealth Management,Other,,,,https://www.raymondjames.ca/careers,Compliance,,
2024,Investment Banking Analyst,RBC,Wealth Management,Finance - Investment Banking,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,POST,
2024,Client Advisor,RBC,Wealth Management,Wealth Management,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2024,Operations Officer,RBC,Wealth Management,Finance - Corporate Finance,,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,
2024,Server,Restaurant Fiorellino,Other,Other,,,,https://fiorellino.ca/,Food,POST,
2024,Customer Experience Associate,Scotiabank,Wealth Management,Finance - Corporate Finance,,,,https://www.scotiabank.com/careers/en/careers.html,,,
2024,Customer Experience Associate,TD,,,,,,https://careers.td.com/,,,
2024,Global Markets Associate,TD Securities,Finance - Investment Banking,Finance - Sales and Trading,,,,https://www.tdsecurities.com/ca/en/careers,,,
2024,Senior Sales Consultant,Tokyo Beauty,,,,,,https://www.linkedin.com/company/tokyobeauty/,,,
2024,Tuex Tutor,Tuex Education,,,,,,https://www.tuex.ca/,,,
2024,Workday Student Supporter Staff,UBC Arts Service Center,Other,Other,,,,https://www.arts.ubc.ca/student-support/asc-student/,IT,POST,
2024,Enrolment Services Coordinator,UBC Enrolment Services,Other,Other,,,,https://hr.ubc.ca/careers,Academic/IT,POST,
2024,Data Analytics Strategy Consultant ,UBC Office of Enterprise Risk and Assurance,Other,Other,,,,https://hr.ubc.ca/careers,Data analysis,,
2024,UBCEA DOTA 2 premier team,UBCEA,Other,Other,,,,https://www.ubcesports.ca/,E-sports,,
2024,Partner Associate,Uber,Other,Other,,,,https://www.uber.com/ca/en/careers/?uclick_id=6a566460-8e3b-47f7-9976-cc1ec54f6229,internet marketplace//business analytics,,
